content,score
Luar Biasa. sangat mudah dimengerti. walaupun saya agak kesulitan dalam Fisika dan matematika. tapi berkat RG saya bisa lebih paham karena rumus yang diberikan tidak seabreg dan terlalu banyak. dan fitur animasi juga sangat membantu dalam gambaran pemikiran sehingga mudah dipahami. terima kasih RuangGuru.,5
"Aplikasi yang sangat mudah dalam artian materi yang diberikan mudah dimengerti, nyaman (saya merasa nyaman karna bisa belajar dirumah sendiri dengan melihat vidio yng diberikan) dan terahir menyenangkan (menyenangkan sekali bisa belajar disini dengan metode pembelajaran yng tidak monoton, seru dengan adanya quiz, disertai adanya live bersama orang² hebat). Semoga dengan apk ini bisa membantu saya dalam proses belajar dikelas 12. Ruang Guru the best pokonya mah😍😍😍",5
"Bagus banget. Ngebantu banget untuk sekarang lagi musim musimnya UTS. Apalagi aku bentar lagi mau kuliah. Di pake untuk sbmptn juga bisa. Tapi sayangnya videonya tidak bisa di screenshot. Videonya juga tidak bisa di nonton offline. Kalau boleh saran sih ya, videonya di download aja biar kita belajarnya bisa offline. Apalagi didaerahku jaringan susah kadang bagus kadang nggak bagus. Apalagi sekarang musim hujan, jaringannya nggak bagus. Sekedar saran aja sih",4
"Sya kasih renting 5 deh... Aplikasinya bagus banget, terutama fitur-fiturnya yang menarik, pokoknya ngak bosan kalau gunain deh, bayangin pembelajaran yang biasanya hanya materi dan ngak cukup menarik utk di lihat dalam jangka waktu yang lama, di Ruang guru terasa cepat, gimana tidak! penjelasan materinya di dampingi dengan animasi-animasi yang mempermudah memahami materi yang di berikan.. di dalam ruang guru juga, kita bisa saling berbagi penjelsan sesama teman yang menggunakan jasa ruang.",5
Aku sangat senang dan semangat untuk belajar karna sebelumnya salah satu kakak dari ruang guru pernah datang di sekolah ku ataupun di kelas ku❤❤,5
"Menurutku aplikasi ini cukup murah dibandingkan dengan les les lainnya materi pembelajaran put murah untuk dipahami, dengan menggunakan aplikasi ruang guru nilaiku juga menjadi lebih baik misalnya matematika dulu aku dapat nilai 86 sekarang aku bisa dapat 97 atau seperti bahasa inggris dulu aku dapat 70 sekarang bisa dapat 90",4
"Sangat terbantu sekali, terutama saat saya ketinggalan pelajaran karena sakit dan saat guru menjelaskannya terlalu cepat. saya sudah tidak pusing lagi ketika saya akan mengejar ketertinggalan saya dalam belajar. Terimakasih ruang guru!",5
"penjelasan materi yang dijelaskan melalui video mudah dipahami dan beberapa animasi yang membuat pelajar tidak merasa bosan untuk belajar lebih lanjut. Saya berharap RUANG GURU untuk bisa mengembangkan fitur baru kedepannya agar lebih menarik untuk pelajar lain. Sekian dari saya, terima kasih RUANG GURU",5
"Cara pembelajaran melalui video animasinya bagus, gampang dimengerti. Cuma, kalau pas pengalian atau pembagian antara bilangan lain, bingung hasilnya dapat dari mana, di kali atas atau yang bawah. Sarannya, karna ini animasi di coret angka yang mau di bagi, pas bagian atas dan bawah. Terima kasih, applikasi ini sangat membantu bagi saya yang malas keluar rumah untuk sekedar Les",5
"Video mudah dipahami,namun sering saja video terhenti akibat sinyal yg membuat menjadi tidak fokus belajar lagi☹️. Pengen di download videonya.. downloadnya lama banget. Bahkan di tempatku ga bisa di download. Sedih banget😭",4
"Apk bagus, saran, setiap videonya disertai kolom konentar ya, agar mempermudah dalan pengertian belajar, karna biasanya sering terjadi keselahn2 kecil dalam video, atau kalau ada yg mau ditanyakan dalam video dan lain2",4
"Aplikasi ini sangat membantu saya dalam belajar , video beranimasi dan latihan soal nya sangat mudah di pahami , di tambah dengan rangkuman materi yang singkat dan gampang untuk di hafal , nilai UAS saya yang dari nya rata rata delapan sekarang naik jadi sembilan dan saya berhasil mendapat peringkat 1 di kelas saya , terimakasih ruangguru 🙏.",5
"Aplikasi nya sangat membantu, tapi knp ketika saya ngerjain latihan topik ga bisa dilihat pembahasan nya, terus pas udh selesai ngerjain, katanya ada kesalahan sistem, terus pas keluar dari latihan kelihatan nilai nya tapi pas dilihat hasil nya tidak bisa.",4
"Penjelasan dari mentornya mudah dipahami apalagi dengan bantuan animasi, membuat saya belajar lebih mudah. Waktunya sangat fleksibel dan juga ruangguru disertai dengan soal soal latihan. Terimakasih",4
"Mau sukses itu pilihan dan aku memilih ruangguru sebagai perantara kesuksesanku. The best bgt sih menurutku. Materi mudah dipahami and it's really user friendly, bisa belajar kapanpun dan dimanapun. Thanks RG saran : perbanyak latian soal sekian :)",5
"Aplikasinya bagus!! Tapi saran aku untuk materi pembelajaran SMA/sederajat video pembelajarannya diusahakan jangan terlalu banyak animasinya :) Dan mystery book aku error akhir-akhir ini, mohon diperbaiki segera ya minn ^^ Terima kasih. Sukses selalu buat Ruangguru-!!🤩💎",5
"Ruang guru the best🤗 materinya mudsh dipahami, cara menyampaikannya juga lebih mudah di terima. Apalagi kalau ada materi yg belum jelas di sekolah, buka ruangguru, ketik materi, dan muncul videonya:v rangkumannya juga membantu. Terima kasih ruangguru :)",5
Aplikasi edukasi yang patut diapresiasi. Fitur dan kontennya mudah diakses. Ditambah pengalaman selama menggunakannya semakin memberikan semangat untuk terus berproses dan berprogres menjadi lebih baik.,5
"aplikasi ini sangat bermanfaat dan sangat membantu saya dalam memahami dan mengakses berbagai mapel yang sangat sulit sekali untuk saya pahami,dengan aps ruang guru jadi saya sangat terbantu dalam memahami materi pelajaran yang sangat sulit menurut saya. terimakasih ruang guru",5
"Terimakasih ruangguru, berkat ruangguru aku jadi bisa lebih mengerti semua mata pelajaran, terutama matematika. Dulu, matematika aku selalu salah dalam menjawabnya, walaupun sekarang aku belum bisa menjawab dengan baik, tetapi terasa banget manfaatnya ruangguru untuk aku, terima kasih ruangguru!!!!",5
jujur saja aplikasinya sangat membantu saya lebih memahami materi tanpa harus bingung terlebih dahulu karena penjelasannya yang simpel dan mudah dimengerti plus ada video penjelasan jadi lebih mudah dipahami dan juga video penjelasannya tidak membosankan sama sekali padahal saya awalnya males belajar karena bingung dengan materi.,5
"emang bagus banget.. materi lengkap plus banyak latihan soal.. tapi saat saya mau belajar, buka videonya ngak lancar .. padahal jaringan H+ .. tolong dong agar videonya enggak macet macet lagi.. sy kasi 4 bintang dulu.. ntar kalo udah bagus saya tambah 5 bintang.. terimakasih 😊",4
Waw aplikasinya bagus banget. materi yg di sampaikan oleh pematerinya mudah di mengerti. Yang belum berlangganan cepet berlangganan nilaiku sebelum berlanggan itu 50 ke bawah sekarang nilai ulangan nya diatas 90 . Kesempulannya ruangguru the best,5
"Aplikasi yang bermanfaat banget bagi pelajar..Bahkan bagi mahasiswa untuk mengulang kembali pelajaran yang dulu,dan ini yang saya rasakan..Banyak banget manfaat yang saya ambil dari aplikasi ini..Dan semoga ruang guru semakin sukses dan membuat fitur"" yang lebih bagus lagi,bahkan mungkin bisa juga pertanyaan soal yang berkaitan dengan agama.. Good Job Ruang Guru 👏🏻😊Terima kasih banyak,apalagi setelah nonton COC yang diadakan oleh Ruang Guru,benar"" dapat banget dampak positif nya untuk berubah",5
"Tolong ruang guru lebih di perbaiki lagi dari segi pengajar dan rangkuman atau pembahasan, suka ada salah ketik dan terkadang gurunya juga suka salah nulis, jadi mohon agar ke depannya di seleksi dan di perbaiki lagi setiap video yang akan di upload. Terimakasih Ruang Guru ❤️❤️",3
"Vidionya gampang bgt dipahami, tampilannya juga nggak ngebosenin, jd bikin makin semangat buat belajar. Trs dulu sebelum pake Ruangguru peringkat aku selalu masuk 10 terendah di kls, tp setelah aku pake Ruangguru Alhamdulillah aku bisa masuk 10 besar di kls. Thank you Ruangguru:))",5
"ruangguru itu aplikasi terbaik buat belajar menurut sy, karena fitur² nya yang banyak, anak-anak juga lebih mudah paham dengan materi yang disampaikan berupa animasi dan penyampaian yang baik. fitur yang paling sy suka ya ruangbelajar, karena disana ada banyak video pembahasan soal setiap bab dan ada juga rangkuman beserta latihan masing² bab. intinya sukses selalu untuk ruangguru, terimakasih sudah memudahkan anak-anak dalam online class. ditingkatkan lagi ya! dan jadi lebih baik❤️",5
"Saya sudah pake aplikasi belajar selain ruang guru, tapi belum ada yang cocok dan nyaman, entah kenapa saat pake aplikasi ruang guru saya merasa cocok, nyaman dan mudah di mengerti penjelasannya, sangat rekomended buat kalian yang pengen belajar dengan mudah dan cepat di pahami.Terima kasih ruang guru.",5
Aplikasi inilah yg membantu Kids jaman now biar pintar. Nilai mtk dan fisika yg asalnya selalu 70-80. Sekarang jadi 90 keatas msih ruangguru. Orang tua saya pun menjadi bangga saya biasanya peringkat 25 dengan drastis menjadi peringkat 4,5
"Udah langganan dari tahun lalu, banyak perkembangan si, dari sini aku jadi ngga bosen belajar i mean aku jadi semangat belajar, tau ga si? Dimasa Kelas 4 aku pernah ranking 8, aku ngga putus asa dan aku ngga mau mengulangi kesalahan ku dan makin giat serta menjadi lebih fokus belajar, berkat bantuan ruangguru juga, Alhamdulillah kelas 5 ini aku mendapatkn ranking 2, yg dimana menurut aku, keren bgt disitu bisa naik drastis, walau aku belum menjadi yang pertama, insyaallah aku bisa, thx ruangguru",5
"Kenapa habis update jadi menyebalkan? Kalau layarnya tidak di sentuh saat melihat video akan mati, jadi kalau lihat video harus sambil disentuh layarnya, bukankah itu menyebalkan? Membuat penggunanya mengalami keram pada jari, saya mohon untuk diperbaiki, saya sanggat suka dengan aplikasi ini pada versi sebelumnya",2
Terimakasih ruang guru dan Skill Academy atas materi yang telah diberikan sangat bermanfaat sekali dan sayapun dapat memahaminya dengan cepat. Materi yang diberikan sangat baik murah dipahami lengkap dan jelas tutor sangat lah berpengalaman sehingga bisa memberika pelatihan yang sangat sangat berguna bagi banyak orang. Terutama dari skill academy ini. Sukses selalu untuk skill academy. Terimakasih.,5
"hai perkenalkan,namaku Rifa aq dari jawa tengah🤗aq sangat suka dgn aplikasi ruangguru,aplikasi ini sangat membantu aq dlam belajar..semua kurikulum dan semua mata pelajaran diruangguru lengkap..karena itu mempermudah aku untuk belajar..terima kasih ruangguru🤗",5
"Sangat membantu, video nya jelas, bikin paham. Pembawaannya menyenangkan dan animasinya bikin betah belajar terus, nggak bosen2:)))) terimakasih ruangguru❤",5
"Hallo saya Dea dari prakerja terimakasih banyak sudah dimudahkan dalam mengikuti pembelajaran dasar pertama, fitur pembelajaran video, latihan soal-soal yang diberikan, hingga webinar dan akhirnya Exam semuanya sangat mudah dipahami karena skill academy by ruang guru membantu memenuhi pembelajaran sehingga sangat mudah.sukses terus skill academy ruang guru",5
"Proses belajar sangat membantu dan fitur video animasinya sangat mudah di pahami dan penjelasan nya mudah di pahami, terimakasih ruang guru. Berkat ruangguru saya jadi sering belajar dan makin giat untuk mencapai universitas yang saya inginkan :)",5
"Menurut saya, app ini sangat bagus dan sudah terbukti meningkatkan kemampuan saya dan semangat saya dalam pembelajaran. Tapi, saya sering sekali menjumpai kerusakan aplikasi/crash/lag. Misalnya, penutupan app secara paksa, tidak bisa melihat profil, dan baru-baru ini soal yang tidak muncul/loading. Mungkin agak salah berkomentar disini tapi, app ruangguru desktop juga memiliki masalah yang sama. Level tiba-tiba menjadi 0, mata pelajaran tidak loading saat mengganti jurusan(IPA ke IPS), dll.",3
"Aplikasi nya keren paraaah, penjelasan nya mudah buat di mengerti, kata² nya singkat jelas padat, latihan² soalnya juga bagus, banyak animasi nya jadi gk ngebosenin kalo belajar",5
"suka bgt sebenarnya... jadi mudah paham sama materi sekolah, tapi yang disayangkan kenapa video yg udah didownload gabisa dipake offline seterusnya?? kan eman gitu... apalagi yg kuotanya sedikit kek aku😭🙂 tolong diperbaiki lagi yaa ruang guru... terima kasih🙌",4
Sangat menyenangkan belajar di ruangguru.. Selalu mendapatkan metode yg mudah.. Sangat membantu untuk menyelesaikan tugas dan dapat diakses dgn cepat dan terjangkau.. Terimakasih ruangguru sudah hadir.,5
"Sangat membantu dalam pembelajaran, video yang kreatif sehingga tidak mudah bosan saat belajar, sukses selalu🤩🤩🤩",5
"Interfance nya menarik dan penyampaian materinya juga keren, kualitas video nya bagus disertai animasi yang bikin guide morre attention walaupun amount downloadnya tidak sebanyak app lain yang serupa namun costomer feedbacknya jauh lebih baik , semoga semakin menarik app ruang guru nya",5
"Aplikasi ruangguru ini sangat membantu banget. Dengan ringkasan materi yang cukup baik. Dan mudah untuk menghafal serta memahami. Lebih tingkatkan lagi aplikasi ini. Awalnya orangtua saya ragu untuk mendaftarkan saya ke ruangguru. Tapi al hasil ruangguru sangat membantu dalam proses belajar anak. Dan di ruang guru juga sekarang ada ruang ngaji, bareng afgan. Terimakasih ruangguru ❣️",5
"Aplikasi ini sangat membantu dalam proses belajar saya. Apabila ada yang bilang ""aplikasi kurang bagus dsb"" itu balik lagi ke diri kita. Kalau kita mau belajar dan memperjuangkan, pasti ya bisa belajar dengan mudah😀",5
ruanggurunya mantap bisa saya pahami dengan cepat sepertinya matematika dlunya aku tuh!hanya 60 65 dan 70 tapi sekarang mulai luar biasa sdh sampai nilai yg tinggi seperti 78 85 dan 98.thanks you ruangguru😊😉,5
"Aduh kenapa ya setelah di update aplikasinya susah dibuka, selalu loading, padahal sebelumnya sudah lancar, tapi kok akhir akhir ini sering ngelag ya.. sekarang hampir tiap bulan minta update lagi, kalau ngak di update ngak bisa dibuka..ayo dong admin tingkatkan lagi, padahal ini aplikasi sangat bermanfaat sekali",5
"Awalnya ragu langganan, eh ternyata emang ngebantu banget sih ruangguru, yang awalnya setiap ngeliat angka dan materi matematika jadi pusing, bingung, dan males belajar tapi pas nonton video sama penjelasan diruangguru jadi lebih paham, dan cara yang dipake ga sepanjang yang biasa guru ajarkan recommended banget sih! asalkan rajin aja pasti ada hasilnyaa!",5
"mohon maaf sebelumnya, tolong perbaiki lagi kualitasnya saat seluruh Indonesia memakai fasilitias RB khususnya, hal server down tidak terjadi lagi terus-terusan. hampir setiap waktu saya mau belajar di jam-jam pada umumnya, video RB loading setemgah jam nyampe loh. tolong ya untuk masalah ini segera diselesaikan. terimakasih.",2
"Aplikasinya bagus banget.... apalagi penerapan metode belajarnya.... tapi menurut sy mungkin kalau mau memperbaharui bab"" pelajarannya.... bisa pake notifikasi dulu minimal 1 hari sebelumnya... biar klo ada anak yg masih belajar di bab itu... nanti klo di ubah jadi bingung.. (pengalaman sendiri:v). Tapi selengkapnya bagus banguet kok. Makasih Ruang Guru",5
"animasi sdh bgs sihh, tp msh perlu penambahan video, msh kering materi video,nya, puluhan ribu video itu mngkn maksudx seluruh sekolah, tp mngkn itupun jauh dari jumlah itu....satu lagi, siap2 kecewa krn video selalu berhebti sampai di tengah saja, tanpa ada penjelasan, kecuali penjelasan klise dari cs2 msh muda",1
Terimakasih Ruangguru. dengan adanya video yang mudah di pahami sehinga sangat bermanfaat sekali. penjelasan materi pun sangat detail. dapat menambah wawasan dan mempelajari hal-hal baru. dengan adanya ruangguru saya jadi semangat untuk terus belajar. Terimakasih Ruangguru. Sukses Selalu.,5
"Seneng banget bisa langganan ruangguru. Banyak animasi yang menarik bikin mata gak bosen. Nge review pelajaran sama lat soal bikin tambah ilmu dan lebih mantap. Kalau kalian mau langganan, jangan lupa pakai kode refferal ku HIDUPSANTAI, oke. Thanks Ruangguru🥰",5
"saya sangat menyukai ruang guruuuuu, karenaaa sangat sangat membantu saya dalam proses pembelajaran. kapanpun, dan dimanapun saya dapat belajar dengan menyenangkan, oleh karena itu nilai perlajaran saya disekolah menjadi meningkat. terimakasih ruang guru!",5
